,Estudo,Renda,UF,SEXO,COR,Idade,Altura
10457,17,500,TO,F,PAR,41,1.728487059
10458,10,200,TO,F,PAR,27,1.615554093
10459,6,350,TO,F,PAR,45,1.729565444
10460,13,900,TO,M,PAR,33,1.649218448
10461,12,1300,TO,M,BRA,44,1.724534278
10462,12,800,TO,F,PAR,51,0.160370104
10463,7,1700,TO,M,PAR,33,1.673620096
10464,16,4100,TO,F,PAR,57,1.702473851
10465,14,2300,TO,M,PRE,28,1.737826019
10466,12,3000,TO,M,BRA,26,1.593606545
10467,16,5000,TO,M,BRA,51,1.634477234
10468,11,1100,TO,M,PAR,33,1.689733941
10469,14,4000,TO,M,PAR,37,0.163138477
10470,3,800,TO,M,PAR,69,1.626639228
10471,4,900,TO,M,PRE,61,1.692853144
10472,10,1000,TO,M,PAR,23,1.590140109
10473,14,3000,TO,M,PAR,23,1.741877034
10474,16,1800,TO,F,BRA,24,1.680044064
10475,16,12000,TO,M,PAR,63,1.858544013
10476,16,2300,TO,F,PAR,58,1.741100056
10477,12,1500,TO,M,BRA,41,0.166585298
10478,15,3700,TO,M,PAR,43,1.688838101
10479,12,500,TO,F,PRE,30,1.737174131
10480,12,788,TO,M,BRA,38,1.801769642
10481,9,885,TO,M,PAR,52,1.627495947
10482,1,250,TO,M,PRE,66,1.738763618
10483,6,788,TO,M,PAR,43,1.649560179
10484,15,788,TO,F,BRA,39,1.664572305
10485,5,1200,TO,M,PAR,49,1.651980973
10486,2,1000,TO,M,PAR,55,1.636022632
10487,10,700,TO,M,PAR,32,1.544522215
10488,9,400,TO,M,PAR,41,0.176240628
10489,6,1576,TO,M,PAR,38,1.835182329
10490,1,0,TO,F,PRE,72,1.824267412
10491,4,788,TO,M,PAR,37,1.751328591
10492,12,400,TO,M,PAR,26,1.776980773
10493,1,0,TO,M,PAR,64,1.837552385
10494,6,1038,TO,M,BRA,32,1.801215947
10495,4,300,TO,M,PAR,52,1.669462588
10496,6,800,TO,M,PAR,47,0.182656435
10497,6,2015,TO,M,BRA,37,1.583043345
10498,12,2000,TO,F,PAR,58,1.726180531
10499,5,600,TO,F,PAR,31,1.764981401
10500,3,2500,TO,M,BRA,45,1.685740116
10501,9,300,TO,M,PAR,26,1.774732266
10502,1,0,TO,M,PAR,69,0.167105894
10503,4,750,TO,M,PAR,39,1.775564832
10504,3,0,TO,M,PAR,29,1.700097248
10505,9,0,TO,F,PAR,66,1.671938932
10506,9,900,TO,M,PAR,41,1.827308792
10507,12,788,TO,F,PAR,50,0.167353652
10508,9,1500,TO,M,PAR,34,1.775949289
10509,5,200,TO,F,PAR,71,1.650041973
10510,16,1200,TO,F,PAR,38,1.686400503
10511,12,2500,TO,M,BRA,23,1.701132457
10512,9,200,TO,F,PAR,44,1.622586128
10513,9,800,TO,F,PAR,51,1.670663392
10514,7,788,TO,F,PAR,47,1.635365868
10515,12,1200,TO,M,PAR,44,0.168659765
10516,8,900,TO,M,PAR,27,1.739814871
10517,16,1500,TO,F,BRA,36,1.751731244
10518,12,1290,TO,M,PAR,39,1.606449194
10519,3,800,TO,M,PRE,48,1.642536534
10520,12,788,TO,F,PRE,35,1.751928942
10521,12,788,TO,F,BRA,38,1.659530812
10522,6,850,TO,M,PRE,50,1.606212672
10523,12,900,TO,M,PAR,33,1.765052644
10524,1,0,TO,M,PRE,50,1.690848575
10525,13,788,TO,M,PAR,50,1.705649082
10526,1,788,TO,M,PAR,43,1.709974902
10527,2,500,TO,M,PAR,63,1.677654059
10528,1,400,TO,M,PRE,55,1.642811353
10529,5,0,TO,M,PRE,63,1.724446179
10530,3,2500,TO,M,BRA,58,1.753577495
10531,1,0,TO,M,PAR,64,0.173763571
10532,3,500,TO,M,PRE,49,1.640202836
10533,4,400,TO,M,PAR,53,1.809012568
10534,1,800,TO,M,PRE,59,1.649827828
10535,5,600,TO,M,PAR,58,1.650293338
10536,11,1114,TO,M,PRE,40,0.162808096
10537,6,200,TO,F,PAR,45,1.758563834
10538,16,2900,TO,F,PAR,42,1.832535202
10539,9,4000,TO,M,BRA,56,1.783741714
10540,9,1200,TO,M,PAR,33,1.651092909
10541,9,400,TO,F,PAR,57,1.703239604
10542,12,5000,TO,M,BRA,64,0.171179198
10543,12,788,TO,M,PAR,46,1.693672275
10544,9,1400,TO,M,PAR,30,1.689956256
10545,12,950,TO,M,PAR,40,1.753971105
10546,14,1570,TO,F,PAR,51,1.656795209
10547,11,400,TO,F,PAR,20,1.728073833
10548,9,910,TO,M,PAR,17,1.724285704
10549,1,400,TO,F,PAR,45,1.515753766
10550,14,1088,TO,F,PAR,23,1.484684932
10551,11,1100,TO,M,PAR,36,0.160001964
10552,1,1500,TO,M,PRE,48,1.682836478
10553,10,1500,TO,M,PAR,26,1.703628153
10554,12,670,TO,F,BRA,42,1.639967552
10555,9,788,TO,F,PAR,58,1.736914969
10556,1,1000,TO,M,PAR,51,0.184313568
10557,1,400,TO,M,PRE,52,1.567235499
10558,8,1900,TO,M,BRA,39,1.613451698
10559,4,788,TO,M,PAR,40,1.854063444
10560,9,788,TO,F,BRA,39,1.627219829
10561,9,3000,TO,M,PAR,23,1.680961117
10562,12,7000,TO,M,PRE,45,1.678632189
10563,2,788,TO,M,BRA,58,1.741199793
10564,1,1200,TO,F,PAR,39,1.719936022
10565,1,788,TO,F,PRE,50,1.865346473
10566,1,1200,TO,M,PAR,19,1.654797294
10567,2,2000,TO,M,PAR,74,1.830076112
10568,12,788,TO,M,BRA,41,1.682776413
10569,12,2500,TO,M,PAR,35,1.642299815
10570,12,1000,TO,M,PAR,45,1.667203232
10571,6,788,TO,F,PAR,38,1.637119746
10572,12,2000,TO,M,PAR,42,1.654278435
10573,3,1200,TO,M,BRA,34,1.725322589
10574,16,5000,TO,M,PAR,54,1.705635229
10575,9,700,TO,M,PAR,37,1.594220264
10576,9,2000,TO,M,PRE,64,1.619393277
10577,9,788,TO,M,PAR,40,1.697614549
10578,12,700,TO,F,BRA,63,1.641937022
10579,12,1000,TO,M,PAR,53,1.707592906
10580,1,0,TO,M,PAR,64,0.017415325
10581,6,1576,TO,M,PRE,67,1.688595488
10582,9,788,TO,M,PAR,31,1.709926168
10583,1,4000,TO,F,PAR,51,1.639493852
10584,12,1500,TO,M,BRA,41,1.706639677
10585,3,600,TO,F,PAR,60,1.649128249
10586,9,1040,TO,M,BRA,52,1.744531578
10587,12,2465,TO,M,PRE,43,1.666497632
10588,5,600,TO,F,PRE,36,1.661853112
10589,2,10000,TO,M,BRA,55,1.668703005
10590,12,250,TO,F,PAR,33,1.682167346
10591,4,0,TO,M,PAR,51,1.698884725
10592,10,788,TO,M,PAR,26,1.770699772
10593,5,120,TO,F,PRE,38,1.710310038
10594,1,600,TO,M,PRE,50,1.652921355
10595,4,800,TO,M,PAR,36,0.153169363
10596,5,600,TO,M,PRE,38,1.743950529
10597,2,788,TO,F,PAR,50,0.017570833
10598,1,300,TO,F,PAR,48,1.715950281
10599,4,0,TO,M,PRE,51,1.804258729
10600,4,350,TO,F,PAR,54,1.606742079
10601,16,1180,TO,M,PAR,45,1.826296144
10602,5,0,TO,F,PAR,52,1.747810422
10603,6,0,TO,F,PRE,64,1.638338103
10604,11,800,TO,F,PRE,31,1.650648443
10605,12,1200,TO,F,PAR,32,1.763247774
10606,1,0,TO,M,PAR,60,1.608190152
10607,12,788,TO,M,PRE,19,0.167097463
10608,12,900,TO,F,PAR,43,1.648347829
10609,16,1000,TO,M,PAR,47,1.666173704
10610,9,1500,TO,M,PAR,45,1.702985931
10611,10,788,TO,M,PAR,26,1.565190744
10612,9,300,TO,F,PAR,19,1.687797988
10613,9,500,TO,F,PAR,21,1.488625158
10614,1,1200,TO,M,PAR,50,1.657873807
10615,9,1200,TO,M,PRE,26,0.016002352
10616,12,3000,TO,M,PAR,55,0.016202684
10617,9,1200,TO,M,BRA,39,1.625167162
10618,8,1200,TO,M,PAR,38,0.147796979
10619,7,788,TO,M,PAR,26,1.501581059
10620,12,3152,TO,M,PAR,45,1.719371947
10621,10,788,TO,M,PAR,32,1.684679397
10622,12,1500,TO,M,PAR,36,1.547840612
10623,12,1100,TO,M,PAR,48,1.689921809
10624,1,500,TO,M,PAR,58,0.166257614
10625,5,1087,TO,M,PAR,25,1.649326708
10626,7,1500,TO,M,PAR,40,1.469880721
10627,5,1700,TO,M,PRE,38,0.167091408
10628,7,1000,TO,M,PAR,48,1.702754559
10629,6,1400,TO,M,PAR,38,1.810859408
10630,9,300,TO,M,PAR,32,1.797378059
10631,6,1100,TO,M,PAR,36,1.740845852
10632,12,500,TO,M,PAR,26,1.646658847
10633,9,788,TO,M,PAR,43,1.691643551
10634,5,1300,TO,M,BRA,43,1.704550942
10635,2,850,TO,M,PRE,70,1.735303778
10636,16,4000,TO,M,PAR,38,1.720839255
10637,12,1200,TO,M,BRA,25,1.661091747
10638,2,788,TO,M,PAR,56,1.551434896
10639,4,500,TO,M,BRA,70,1.774650609
10640,4,550,TO,M,PAR,31,1.697410332
10641,12,1576,TO,M,PAR,39,1.700139789
10642,1,788,TO,M,PRE,66,1.624697857
10643,5,788,TO,M,PAR,46,1.719973985
10644,7,800,TO,M,PAR,52,1.761008467
10645,12,1300,TO,M,PAR,39,1.733758784
10646,1,1576,TO,M,PAR,58,1.651117128
10647,1,788,TO,M,PRE,61,1.597257138
10648,6,900,TO,M,PAR,40,1.763248242
10649,1,600,TO,M,PAR,73,1.723631703
10650,9,1500,TO,M,PAR,55,1.737188982
10651,1,1300,TO,M,PAR,36,1.752342147
10652,3,0,TO,M,PAR,62,1.817043465
10653,4,0,TO,M,PAR,40,1.662545882
10654,1,0,TO,M,PAR,67,1.680877602
10655,5,788,TO,M,PAR,47,1.648122902
10656,1,500,TO,M,PAR,57,1.756149953
10657,2,0,TO,M,PAR,63,0.017102607
10658,6,1000,TO,M,PAR,60,1.600878055
10659,1,900,TO,M,PAR,60,1.708251317
10660,7,788,TO,M,PAR,37,1.641448005
10661,3,400,TO,F,PAR,32,1.593218821
10662,12,788,TO,F,PAR,49,1.869216416
10663,12,1000,TO,M,PAR,27,1.715594948
10664,8,800,TO,M,PAR,65,0.161338894
10665,1,1500,TO,M,PAR,55,1.595529889
10666,10,1600,TO,M,PAR,19,1.755485601
10667,4,1800,TO,M,PAR,19,1.660652955
10668,16,5000,TO,M,PAR,64,1.672761758
10669,12,1350,TO,M,BRA,30,0.164303586
10670,9,3000,TO,M,BRA,46,1.858691508
10671,12,3000,TO,M,PAR,46,1.655144027
10672,12,788,TO,F,PAR,43,1.765077202
10673,9,4000,TO,M,PAR,60,1.770043761
10674,12,1200,TO,M,PRE,35,1.693784317
10675,7,788,TO,M,BRA,53,1.701251549
10676,12,930,TO,M,PAR,31,1.661020686
10677,16,1800,TO,M,PAR,50,1.940246277
10678,12,788,TO,M,PAR,37,1.723717719
10679,12,2500,TO,M,PAR,45,1.805690851
10680,5,3000,TO,M,BRA,60,1.825446303
10681,12,1576,TO,M,PAR,31,1.647608334
10682,12,1000,TO,M,PAR,32,1.697560024
10683,7,500,TO,F,PAR,32,1.750163404
10684,3,788,TO,M,PAR,30,1.795929626
10685,6,300,TO,F,PAR,33,1.681131114
10686,16,1500,TO,M,PAR,40,1.690195919
10687,5,1500,TO,M,PAR,45,0.172141075
10688,9,350,TO,F,PAR,40,0.173333318
10689,9,1500,TO,M,BRA,53,1.792180265
10690,12,1576,TO,M,PAR,32,1.621622209
10691,12,8000,TO,F,PAR,34,1.735418433
10692,9,6000,TO,M,PAR,48,1.688004455
10693,7,788,TO,M,PAR,47,1.819083726
10694,12,1576,TO,M,PRE,32,1.696275529
10695,12,788,TO,F,PAR,33,1.724524905
10696,12,788,TO,M,PAR,33,1.668876579
10697,12,2000,TO,M,BRA,59,1.754635798
10698,5,1000,TO,M,PAR,64,1.578003174
10699,7,8000,TO,M,PAR,61,1.616504215
10700,9,3000,TO,M,PAR,44,1.715026242
10701,12,5000,TO,F,BRA,65,1.716124418
10702,16,5000,TO,F,BRA,37,0.182305483
10703,6,2000,TO,M,PAR,62,1.604397619
10704,10,2000,TO,M,BRA,35,1.697891206
10705,16,1500,TO,M,PRE,35,1.702900422
10706,6,788,TO,M,BRA,41,1.680652807
10707,12,800,TO,M,PAR,38,1.758603169
10708,6,1500,TO,M,PAR,52,1.828706384
10709,9,1000,TO,M,PRE,30,1.673194282
10710,11,2000,TO,M,PAR,48,1.768008208
10711,12,2000,TO,M,BRA,60,1.663917558
10712,12,1900,TO,M,PAR,47,0.160832729
10713,3,1000,TO,M,PRE,44,1.673426214
10714,16,3500,TO,M,BRA,46,1.775326449
10715,9,400,TO,F,BRA,52,1.787082489
10716,12,500,TO,M,PAR,54,1.604087208
10717,9,10000,TO,M,PAR,70,1.701687962
10718,1,2000,TO,F,PAR,70,1.696689037
10719,4,5000,TO,M,PAR,47,1.725215687
10720,12,800,TO,F,BRA,35,1.760345601
10721,16,2300,TO,M,BRA,64,1.838319652
10722,12,2000,TO,M,BRA,38,1.841211807
10723,9,1500,TO,F,BRA,55,1.730523628
10724,1,800,TO,M,BRA,56,1.725011311
10725,6,788,TO,F,BRA,59,1.765777971
10726,9,400,TO,F,BRA,57,1.744795502
10727,3,900,TO,F,PAR,57,1.624856899
10728,16,2500,TO,F,PAR,53,1.657249567
10729,16,7000,TO,M,PAR,34,1.738365227
10730,11,3500,TO,M,BRA,26,1.755396225
10731,12,1000,TO,M,PAR,23,1.710384005
10732,16,3500,TO,M,BRA,34,1.605414764
10733,9,1000,TO,M,PAR,32,1.689006166
10734,12,900,TO,F,PAR,33,1.805067674
10735,15,788,TO,F,BRA,29,0.153266609
10736,16,1300,TO,F,PAR,33,1.705559125
10737,11,2800,TO,M,PAR,36,1.796570952
10738,10,15000,TO,M,BRA,32,0.176612575
10739,12,2500,TO,M,BRA,38,1.977516903
10740,11,788,TO,F,PAR,21,1.707211899
10741,5,1300,TO,M,PAR,54,1.624076678
10742,16,9000,TO,M,PAR,29,1.736789856
10743,12,788,TO,M,PRE,23,1.618803961
10744,16,1576,TO,M,BRA,61,1.704709805
10745,7,0,TO,M,PRE,56,1.729875039
10746,12,788,TO,F,PRE,54,1.722012422
10747,12,2000,TO,M,PAR,32,1.655688042
10748,5,800,TO,F,PAR,46,1.571373506
10749,15,800,TO,F,BRA,58,1.754689723
10750,10,800,TO,M,PRE,23,1.653516807
10751,8,1800,TO,M,PAR,38,1.714231239
10752,6,900,TO,M,PAR,35,1.740546396
10753,4,788,TO,M,PRE,35,1.775086746
10754,14,600,TO,F,PAR,36,1.625536551
10755,12,500,TO,F,PAR,33,0.183225387
10756,4,1500,TO,M,PRE,41,1.581555116
10757,9,788,TO,F,BRA,67,0.159922077
10758,12,1500,TO,M,PAR,40,1.749287066
10759,12,2200,TO,M,PAR,38,0.171040547
10760,12,2700,TO,M,BRA,40,1.721574749
10761,12,2500,TO,F,BRA,45,1.724653317
10762,9,1600,TO,M,PRE,52,0.151946407
10763,16,3500,TO,F,PAR,56,0.156812756
10764,12,1340,TO,M,PAR,43,1.630118312
10765,4,788,TO,F,PRE,54,1.577311337
10766,12,1600,TO,M,PAR,35,1.871116661
10767,12,2500,TO,M,PAR,48,1.777300893
10768,9,1600,TO,M,PAR,46,1.742567038
10769,12,1400,TO,M,PRE,32,1.541962666
10770,12,900,TO,F,PAR,24,1.837013158
10771,16,5000,TO,M,BRA,37,1.829565823
10772,8,2000,TO,M,PAR,36,1.701906045
10773,8,1200,TO,M,PAR,30,1.752183551
10774,6,900,TO,F,PRE,35,1.776954829
10775,4,3500,TO,M,BRA,70,1.522446885
10776,7,1576,TO,M,PAR,37,1.674452394
10777,10,1020,TO,M,PAR,44,1.666155498
10778,6,1100,TO,M,PRE,36,1.585627513
10779,4,2000,TO,M,PAR,56,1.812807088
10780,1,1000,TO,M,BRA,46,0.166106252
10781,16,6000,TO,M,PAR,39,0.158916356
10782,3,1070,TO,M,PRE,48,1.665950842
10783,16,9000,TO,F,PAR,34,1.764567862
10784,12,1600,TO,M,PAR,23,1.588381469
10785,16,2000,TO,F,BRA,47,1.685927904
10786,9,1000,TO,M,BRA,44,1.857088003
10787,12,3500,TO,M,PAR,60,1.658998428
10788,5,950,TO,M,PRE,42,1.840377883
10789,1,1550,TO,F,PAR,60,1.648069131
10790,12,900,TO,F,PAR,25,1.663605982
10791,12,2000,TO,M,PAR,45,1.698146449
10792,14,1300,TO,M,PAR,23,1.760653856
10793,10,2800,TO,M,PAR,25,1.788511288
10794,6,1100,TO,M,PAR,41,1.699173252
10795,9,788,TO,M,PAR,30,1.665799377
10796,1,350,TO,F,PAR,63,1.701520845
10797,12,1000,TO,M,PRE,38,1.672262551
10798,12,1200,TO,M,BRA,24,1.644181103
10799,1,300,TO,M,PAR,55,1.685091328
10800,1,1000,TO,M,PAR,49,1.771306993
10801,9,500,TO,M,PAR,33,1.745216637
10802,1,600,TO,M,PAR,42,1.780343236
10803,1,600,TO,M,PAR,32,1.781557866
10804,10,788,TO,F,BRA,40,1.782040693
10805,5,3000,TO,M,PAR,60,1.544850133
10806,12,2000,TO,M,BRA,48,0.168576824
10807,3,5000,TO,M,PAR,42,1.691424423
10808,9,5000,TO,F,BRA,59,0.166534746
10809,12,3000,TO,M,BRA,57,1.604160308
10810,12,1500,TO,M,PAR,51,1.571385885
10811,12,1000,TO,M,PAR,48,1.756908013
10812,11,1200,TO,M,BRA,55,1.639931117
10813,7,1500,TO,M,PAR,28,1.678646238
10814,12,1576,TO,M,BRA,31,1.678082952
10815,12,2000,TO,M,PAR,26,1.772662559
10816,16,4000,TO,M,BRA,43,1.817252227
10817,12,4000,TO,M,PAR,50,0.176647927
10818,12,1500,TO,M,PAR,32,1.711167221
10819,12,788,TO,M,PAR,40,1.666881681
10820,12,2000,TO,M,BRA,32,1.785530663
10821,4,1200,TO,M,PAR,45,1.615699579
10822,5,2500,TO,M,PAR,61,1.667847001
10823,6,1000,TO,M,PAR,48,1.731537027
10824,12,1500,TO,M,PRE,51,1.717080189
10825,12,788,TO,F,PAR,47,1.573716968
10826,7,788,TO,F,PAR,44,1.711587817
10827,15,5300,TO,M,BRA,34,1.720165296
10828,4,400,TO,M,PAR,41,1.710971856
10829,10,200,TO,F,PAR,31,1.713381195
10830,12,1000,TO,M,PAR,47,1.760996084
10831,1,1000,TO,M,PAR,60,1.579013753
10832,5,800,TO,M,PAR,53,1.796262611
10833,3,800,TO,M,PAR,63,0.166926466
10834,5,500,TO,M,PAR,30,1.540523617
10835,12,150,TO,F,PAR,51,1.637171535
10836,1,280,TO,F,PAR,59,1.771379739
10837,6,788,TO,M,PAR,43,1.578754519
10838,8,2000,TO,M,PAR,33,1.622657759
10839,6,1400,TO,M,PAR,40,1.658205115
10840,9,1500,TO,M,PAR,47,1.693329523
10841,1,788,TO,M,PAR,63,1.691208477
10842,10,800,TO,F,PAR,22,1.745962666
10843,12,4000,TO,M,BRA,30,1.612576521
10844,2,940,TO,M,PRE,62,1.721206415
10845,6,1000,TO,M,BRA,57,1.650742986
10846,1,600,TO,M,PAR,45,1.709628612
10847,11,0,TO,M,PRE,39,1.637008589
10848,1,0,TO,M,BRA,66,0.158588599
10849,12,700,TO,F,PAR,45,1.739854793
10850,1,0,TO,M,PRE,62,0.017983478
10851,1,0,TO,M,PAR,62,1.738898102
10852,1,0,TO,M,PAR,78,0.017152941
10853,3,2000,TO,M,PAR,65,1.795386285
10854,6,0,TO,F,PAR,59,1.815382828
10855,1,0,TO,M,PAR,61,1.801536621
10856,2,1500,TO,M,PAR,59,1.635094288
10857,4,300,TO,M,PAR,58,1.707047577
10858,6,1200,TO,M,PAR,28,1.833597655
10859,1,0,TO,F,PAR,70,0.158391825
10860,5,0,TO,M,PRE,62,1.573475101
10861,5,0,TO,M,PAR,51,1.697477187
10862,1,0,TO,F,PAR,57,1.629977505
10863,6,600,TO,M,PAR,56,1.779384959
10864,2,300,TO,M,PRE,59,1.769267762
10865,3,650,TO,M,PAR,30,1.666986452
10866,3,0,TO,M,BRA,37,1.715905844
10867,6,0,TO,M,PAR,45,0.180838394
10868,3,0,TO,F,PAR,46,1.855672657
10869,1,1000,TO,M,PAR,80,1.693103508
10870,4,788,TO,M,PAR,36,1.720940264
10871,12,900,TO,M,PAR,28,1.569469722
10872,2,0,TO,M,PRE,66,1.794273026
10873,3,0,TO,F,PAR,82,1.708620993
10874,10,788,TO,M,PRE,43,1.659408025
10875,1,600,TO,M,PRE,45,1.741261441
10876,1,0,TO,M,PAR,63,1.742244125
10877,12,5000,TO,M,PAR,52,1.699799412
10878,1,0,TO,M,PAR,63,0.171741986
10879,12,850,TO,M,PAR,33,1.704912242
10880,9,3000,TO,M,PAR,42,1.616690201
10881,9,1500,TO,M,PAR,35,1.706804467
10882,8,700,TO,M,PAR,39,1.812320203
10883,5,1500,TO,M,BRA,64,1.732948764
10884,9,350,TO,F,PAR,17,1.726886003
10885,16,788,TO,F,PRE,28,1.731053632
10886,6,1200,TO,M,BRA,27,1.569318853
10887,6,1500,TO,M,PAR,27,1.618560112
10888,9,900,TO,M,PAR,30,1.752489261
10889,12,788,TO,M,PAR,28,1.681076491
10890,12,1200,TO,M,PAR,43,1.782343002
10891,4,788,TO,F,PAR,46,1.692039604
10892,12,788,TO,M,BRA,44,1.713407168
10893,5,1200,TO,M,BRA,33,0.169305713
10894,9,788,TO,M,PAR,51,1.814594456
10895,11,1500,TO,M,PAR,38,1.755078645
10896,11,3000,TO,M,BRA,40,1.634529479
10897,1,200,TO,M,PAR,52,1.679166945
10898,16,3800,TO,M,PAR,38,1.773554368
10899,1,0,TO,M,PAR,92,0.168096804
10900,15,12000,TO,M,PAR,54,1.662772065
10901,12,788,TO,M,PAR,42,1.599242318
10902,9,400,TO,M,PAR,20,0.165219729
10903,5,788,TO,M,PRE,81,1.596900536
10904,5,500,TO,M,PAR,38,1.721117032
10905,12,1684,TO,M,PRE,29,0.171451986
10906,9,600,TO,M,PAR,65,1.607794723
10907,4,0,TO,M,PAR,50,1.619589697
10908,6,1200,TO,M,PAR,35,1.726426459
10909,6,3000,TO,M,PAR,44,1.781827299
10910,6,300,TO,M,PAR,21,1.660212298
10911,6,0,TO,M,PAR,57,1.782654296
10912,3,0,TO,M,PAR,52,1.675562452
10913,12,2300,TO,M,PAR,36,0.165172328
10914,16,1200,TO,F,BRA,31,1.864290272
10915,16,5500,TO,M,PAR,28,0.170300099
10916,12,788,TO,F,BRA,35,1.752634577
10917,16,5900,TO,F,PAR,41,1.727382404
10918,15,2000,TO,F,PAR,58,0.161396603
10919,11,788,TO,M,PAR,23,1.670554107
10920,1,700,TO,M,PRE,54,1.704870525
10921,9,788,TO,F,PAR,32,1.714268614
10922,4,300,TO,M,PAR,39,0.001613491
10923,7,400,TO,F,PAR,31,1.720773724
10924,6,800,TO,F,PAR,48,1.557349522
10925,15,1100,TO,M,PAR,28,1.679368981
10926,3,500,TO,M,BRA,68,1.780543136
10927,6,1000,TO,M,PAR,62,0.016321834
10928,4,100,TO,M,PAR,70,0.168861532
10929,12,900,TO,M,PAR,32,1.632697218
10930,2,100,TO,M,PAR,57,1.680489795
10931,12,788,TO,F,PAR,47,1.797632561
10932,12,600,TO,M,PAR,33,1.561601699
10933,12,951,TO,M,PAR,46,0.175473806
10934,12,1567,TO,M,BRA,33,1.637728239
10935,4,700,TO,M,PAR,32,1.593084829
10936,12,1000,TO,M,BRA,36,1.854997087
10937,8,170,TO,F,PAR,35,1.765769751
10938,6,0,TO,M,PAR,44,0.174019151
10939,1,660,TO,M,PAR,58,1.802631828
10940,10,800,TO,M,PRE,55,1.786503561
10941,11,1000,TO,M,BRA,34,1.636291625
10942,1,600,TO,M,PRE,64,1.620844637
10943,7,1000,TO,M,PAR,28,0.016597614
10944,6,800,TO,M,PAR,29,1.681249141
10945,7,350,TO,M,PAR,45,1.712747847
10946,1,0,TO,M,PAR,50,1.687200833
10947,4,788,TO,M,PAR,63,1.653056425
10948,4,1100,TO,M,PAR,44,1.713193197
10949,12,1500,TO,M,PAR,30,1.562510081
10950,4,0,TO,M,PAR,58,1.639820747
10951,9,1000,TO,M,BRA,66,1.768891339
10952,2,1000,TO,M,BRA,52,1.640948527
10953,4,1100,TO,M,PAR,56,1.759514302
10954,2,1000,TO,M,PAR,49,1.684682062
10955,6,1800,TO,M,PAR,53,1.671197282
10956,5,2000,TO,F,BRA,47,1.629550571
10957,2,778,TO,M,PAR,53,1.717908906
10958,3,700,TO,M,PRE,39,1.702990884
10959,4,600,TO,M,PRE,50,1.639940335
10960,16,778,TO,M,PAR,44,1.668016761
10961,5,800,TO,M,PAR,37,1.687032595
10962,12,1500,TO,M,BRA,56,1.635593838
10963,6,1100,TO,M,PRE,46,1.561091272
10964,16,1400,TO,F,PRE,49,0.153534891
10965,1,788,TO,M,PAR,51,1.545214907
10966,6,350,TO,M,BRA,66,0.161093305
10967,1,700,TO,M,PRE,59,1.702052606
10968,1,190,TO,M,PAR,69,1.568426772
10969,16,800,TO,F,PAR,41,1.786343988
10970,5,300,TO,M,PAR,44,1.737413538
10971,12,350,TO,M,PAR,46,0.157245699
10972,1,290,TO,M,PAR,72,1.619420817
10973,12,1014,TO,M,PAR,40,1.640455297
10974,12,1000,TO,M,PAR,41,1.805828863
10975,5,400,TO,F,BRA,34,1.765834897
10976,4,788,TO,M,BRA,63,1.778677955
10977,15,2000,TO,F,PAR,23,1.650690148
10978,12,1020,TO,M,PAR,32,0.016197203
10979,12,3200,TO,M,PAR,40,1.564602509
10980,16,5100,TO,F,BRA,33,1.633812956
10981,4,550,TO,M,BRA,40,1.668413425
10982,12,6000,TO,M,PAR,53,1.691637606
10983,12,788,TO,M,PAR,66,1.754128639
10984,10,1100,TO,M,BRA,37,1.630487068
10985,12,6000,TO,M,BRA,56,1.744859816
10986,12,3000,TO,M,BRA,54,1.759789784
10987,16,5500,TO,F,BRA,41,0.161324574
10988,12,1200,TO,F,BRA,37,1.530819856
10989,16,4500,TO,M,PAR,43,1.584476403
10990,16,1576,TO,F,AME,43,0.154853548
10991,4,3000,TO,M,PAR,67,1.649326736
10992,16,2250,TO,M,PAR,35,1.743089707
10993,5,400,TO,F,PAR,58,1.838702534
10994,16,3000,TO,F,BRA,45,1.750901581
10995,10,788,TO,M,PAR,40,1.676370204
10996,15,2000,TO,M,PAR,54,1.676808997
10997,12,450,TO,F,PAR,35,1.685508477
10998,9,900,TO,M,PAR,32,1.802653887
10999,4,3500,TO,M,PAR,51,1.744097405
11000,8,2300,TO,M,PAR,29,1.688546276
11001,7,2500,TO,M,PAR,25,1.733055428
11002,11,2000,TO,F,PAR,44,1.727215693
11003,9,2700,TO,M,PRE,31,1.712576624
11004,12,1500,TO,M,PAR,24,0.017220768
11005,8,400,TO,M,PAR,28,1.675998185
11006,2,400,TO,M,PAR,59,1.917622588
11007,12,3000,TO,M,BRA,35,1.768086036
11008,5,1000,TO,F,PAR,40,1.621235783
11009,16,4500,TO,M,BRA,33,1.658437434
11010,8,5000,TO,M,PAR,64,1.606677595
11011,9,788,TO,M,PAR,37,1.743525375
11012,8,841,TO,M,PAR,22,1.687215569
11013,9,800,TO,M,PAR,25,1.648568908
11014,10,2000,TO,M,PAR,39,1.822793287
11015,12,985,TO,M,PAR,31,1.664540827
11016,2,650,TO,M,PAR,23,1.677380027
11017,10,400,TO,F,PAR,33,1.694832442
11018,10,1000,TO,F,PAR,42,1.656666265
11019,12,1200,TO,M,BRA,52,1.700377657
11020,6,1200,TO,M,BRA,45,1.802759002
11021,12,1500,TO,M,PAR,37,1.627855029
11022,9,888,TO,F,PAR,34,1.705691366
11023,1,950,TO,M,PAR,46,1.692961573
11024,1,788,TO,M,PRE,52,1.698114504
11025,9,700,TO,M,BRA,68,1.641254628
11026,16,4000,TO,F,PAR,44,1.632462163
